,transaction_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,transaction_year,transaction_month,transaction_day,address,postcode,state,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age_group
2514,2515,2017-04-28,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258.0,2017,April,Friday,685 International Lane,4825,QLD,2,Manya,,Female,24,,Retail,Affluent Customer,N,Yes,3.0,28.0,20s
2515,2516,2017-09-24,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33552.0,2017,September,Sunday,6188 Anniversary Circle,4551,QLD,6,Zoe,Kiddye,Female,42,Registered Nurse,Health,Mass Customer,N,No,19.0,55.0,50s
2516,2517,2017-05-05,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37823.0,2017,May,Friday,3 American Ash Parkway,3342,Victoria,7,Rozanna,Kegan,Female,1,Research Nurse,Health,Mass Customer,N,Yes,9.0,44.0,40s
2517,2518,2017-12-06,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470.0,2017,December,Wednesday,9 Trailsway Court,2262,New South Wales,9,Krystalle,Ives,Female,53,Recruiting Manager,,Mass Customer,N,Yes,19.0,68.0,60s
2518,2519,2017-08-25,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38482.0,2017,August,Friday,9 Oak Park,4205,QLD,4,Ryon,Dalliston,Male,76,Senior Developer,Manufacturing,Mass Customer,N,Yes,5.0,43.0,40s
2519,2520,2017-12-17,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,35160.0,2017,December,Sunday,82 Lukken Lane,2190,New South Wales,10,Gabie,Skett,Male,71,Accountant III,Retail,Affluent Customer,N,Yes,10.0,48.0,40s
2520,2521,2017-05-14,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,2017,May,Sunday,88551 Hollow Ridge Pass,3500,Victoria,2,Kellia,Martugin,Female,35,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,23.0,20s
2521,2522,2017-02-07,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,41047.0,2017,February,Tuesday,283 Claremont Hill,2138,New South Wales,9,Benton,MacGragh,Male,42,,,High Net Worth,N,No,14.0,46.0,40s
2522,2523,2017-01-04,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,2017,January,Wednesday,633 Menomonie Junction,3523,Victoria,2,Lauree,Shewery,Female,28,VP Marketing,Financial Services,Mass Customer,N,Yes,9.0,61.0,60s
2523,2524,2017-02-28,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,2017,February,Tuesday,3 Myrtle Terrace,4161,QLD,7,Rustie,Kingsland,Male,84,Help Desk Technician,Retail,Mass Customer,N,Yes,8.0,53.0,50s
2524,2525,2017-08-03,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41064.0,2017,August,Thursday,3 Park Meadow Drive,3023,Victoria,7,Hans,Ison,Male,25,Cost Accountant,Financial Services,Mass Customer,N,No,8.0,30.0,30s
2525,2526,2017-02-03,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707.0,2017,February,Friday,2757 Green Ridge Circle,2567,New South Wales,8,Izaak,Dopson,Male,89,Software Test Engineer II,Manufacturing,Mass Customer,N,No,8.0,54.0,50s
2526,2527,2017-12-08,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,34165.0,2017,December,Friday,46 Dawn Way,2340,New South Wales,5,Arly,Petersen,Female,60,Technical Writer,,Affluent Customer,N,Yes,16.0,42.0,40s
2527,2528,2017-12-13,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,2017,December,Wednesday,53723 Dunning Street,2153,New South Wales,11,Cassie,Toffaloni,Male,81,Senior Editor,Financial Services,Affluent Customer,N,No,15.0,44.0,40s
2528,2529,2017-04-05,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42710.0,2017,April,Wednesday,671 Mallory Pass,2177,New South Wales,8,Ben,Laidler,Male,81,Quality Engineer,Manufacturing,High Net Worth,N,Yes,10.0,69.0,60s
2529,2530,2017-10-16,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,40670.0,2017,October,Monday,025 Knutson Terrace,2350,New South Wales,3,Engracia,Foulcher,Female,63,Business Systems Development Analyst,Property,Mass Customer,N,Yes,18.0,62.0,60s
2530,2531,2017-10-10,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,2017,October,Tuesday,778 Cambridge Street,4209,QLD,4,Brendan,Verbeke,Male,48,Teacher,Property,High Net Worth,N,Yes,8.0,41.0,40s
2531,2532,2017-06-03,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,42404.0,2017,June,Saturday,601 Dryden Way,2264,New South Wales,7,Milli,Hubbert,Female,27,,Manufacturing,Mass Customer,N,No,11.0,54.0,50s
2532,2533,2017-03-14,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,2017,March,Tuesday,3144 Ruskin Trail,2046,New South Wales,11,Harper,Ioannidis,Male,11,Speech Pathologist,Health,Affluent Customer,N,Yes,5.0,29.0,20s
2533,2534,2017-05-03,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,37626.0,2017,May,Wednesday,94554 Derek Trail,2009,New South Wales,10,Estelle,Lithgow,Female,70,Research Associate,Manufacturing,Affluent Customer,N,Yes,12.0,57.0,50s
2534,2535,2017-10-18,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37626.0,2017,October,Wednesday,0166 Stephen Drive,2785,New South Wales,7,Butch,Broadnicke,Male,53,Accountant III,Financial Services,Affluent Customer,N,No,13.0,41.0,40s
2535,2536,2017-12-11,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,2017,December,Monday,49 Sheridan Circle,2560,New South Wales,7,Aigneis,Brignall,Female,71,Associate Professor,Health,Mass Customer,N,Yes,16.0,58.0,50s
2536,2537,2017-09-02,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38002.0,2017,September,Saturday,6865 Duke Trail,2234,New South Wales,10,Peggi,Tolan,Female,8,Senior Quality Engineer,,Affluent Customer,N,Yes,12.0,33.0,30s
2537,2538,2017-08-17,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,2017,August,Thursday,2 Larry Trail,2207,New South Wales,8,Jacinta,Petrillo,Female,13,,,High Net Worth,N,Yes,20.0,64.0,60s
2538,2539,2017-11-22,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,33429.0,2017,November,Wednesday,1 Straubel Alley,2117,New South Wales,10,Tracie,Ashdown,Male,68,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,12.0,56.0,50s
2539,2540,2017-11-20,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,2017,November,Monday,440 Ronald Regan Pass,2261,New South Wales,7,Donavon,,Unknown,14,Executive Secretary,IT,Mass Customer,N,Yes,,,
2540,2541,2017-05-31,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38859.0,2017,May,Wednesday,709 Rieder Terrace,3995,Victoria,2,Cleveland,Islep,Male,17,Software Engineer II,Financial Services,High Net Worth,N,Yes,2.0,23.0,20s
2541,2542,2017-01-26,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,2017,January,Thursday,688 Kropf Circle,3351,Victoria,5,Amanda,Leverington,Female,43,Accounting Assistant I,Property,Affluent Customer,N,Yes,12.0,57.0,50s
2542,2543,2017-05-12,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429.0,2017,May,Friday,5463 Arapahoe Point,4503,QLD,4,Horacio,Kitchin,Male,41,Web Developer III,,Affluent Customer,N,No,2.0,23.0,20s
2543,2544,2017-11-28,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,41922.0,2017,November,Tuesday,12 Fairfield Parkway,3029,Victoria,7,Ellery,Bowra,Male,73,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,35.0,30s
2544,2545,2017-07-23,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,33549.0,2017,July,Sunday,01 Burning Wood Terrace,2323,New South Wales,9,Grayce,Aumerle,Female,33,Tax Accountant,Manufacturing,Mass Customer,N,Yes,16.0,45.0,40s
2545,2546,2017-02-17,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,2017,February,Friday,92427 Norway Maple Street,3000,Victoria,6,Marinna,Hancke,Female,45,Assistant Professor,Manufacturing,High Net Worth,N,No,11.0,43.0,40s
2546,2547,2017-08-26,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,2017,August,Saturday,35 Shelley Court,3156,Victoria,8,Aili,Scruby,Female,91,Social Worker,Health,Mass Customer,N,Yes,14.0,37.0,30s
2547,2548,2017-07-19,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,2017,July,Wednesday,25 Coleman Circle,2214,New South Wales,9,Kristien,Robberts,Female,11,Chief Design Engineer,,Mass Customer,N,No,13.0,51.0,50s
2548,2549,2017-06-28,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37539.0,2017,June,Wednesday,463 Atwood Court,4160,QLD,7,Mike,Geggus,Male,12,Pharmacist,Health,Mass Customer,N,Yes,4.0,24.0,20s
2549,2550,2017-10-16,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626.0,2017,October,Monday,8561 Alpine Center,2380,New South Wales,3,Dionysus,Elmhurst,Male,34,Pharmacist,Health,Mass Customer,N,Yes,4.0,25.0,20s
2550,2551,2017-04-01,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35560.0,2017,April,Saturday,48 Lighthouse Bay Point,2430,New South Wales,7,Gabrila,Gobbett,Female,0,VP Quality Control,,Mass Customer,N,No,5.0,35.0,30s
2551,2552,2017-05-15,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,2017,May,Monday,0 Dunning Plaza,2462,New South Wales,2,Allard,Skipton,Male,1,,Manufacturing,Affluent Customer,N,Yes,17.0,49.0,40s
2552,2553,2017-10-01,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,2017,October,Sunday,255 Bonner Lane,3076,Victoria,8,Buddy,Morfell,Male,42,,,High Net Worth,N,Yes,13.0,41.0,40s
2553,2554,2017-01-08,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,2017,January,Sunday,02485 Bellgrove Road,3015,Victoria,9,Fan,Gaythwaite,Female,76,Software Engineer III,,High Net Worth,N,No,12.0,40.0,40s
2554,2555,2017-01-16,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,2017,January,Monday,3934 Karstens Circle,2650,New South Wales,2,Brad,Tenman,Male,43,Health Coach IV,Health,Affluent Customer,N,No,11.0,46.0,40s
2555,2556,2017-02-14,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,41533.0,2017,February,Tuesday,583 Eagle Crest Road,2000,New South Wales,8,Chucho,Francey,Male,39,,Health,Mass Customer,N,Yes,15.0,34.0,30s
2556,2557,2017-11-26,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,2017,November,Sunday,67 Lerdahl Parkway,4670,QLD,1,Lian,Zarfai,Female,37,,,Mass Customer,N,No,19.0,44.0,40s
2557,2558,2017-07-16,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,2017,July,Sunday,0 Truax Trail,3677,Victoria,5,Imojean,Bosquet,Female,84,,Health,High Net Worth,N,Yes,20.0,48.0,40s
2558,2559,2017-07-30,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,2017,July,Sunday,65 Waxwing Drive,2121,New South Wales,11,Fulvia,Bernini,Female,7,Assistant Media Planner,Entertainment,High Net Worth,N,No,8.0,53.0,50s
2559,2560,2017-10-18,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39427.0,2017,October,Wednesday,1 Mendota Drive,2107,New South Wales,11,Sherm,Tythe,Male,7,Developer IV,,Mass Customer,N,No,21.0,42.0,40s
2560,2561,2017-04-14,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,2017,April,Friday,4821 Schlimgen Avenue,2007,New South Wales,11,Elga,McWard,Female,44,,Manufacturing,High Net Worth,N,Yes,15.0,59.0,50s
2561,2562,2017-11-14,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,37659.0,2017,November,Tuesday,54 Miller Parkway,3041,Victoria,8,Boonie,Withams,Male,98,Internal Auditor,Retail,Mass Customer,N,No,13.0,42.0,40s
2562,2563,2017-05-11,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,38693.0,2017,May,Thursday,4 Barby Avenue,2705,New South Wales,5,Perla,Sabatier,Female,49,Administrative Assistant IV,,Mass Customer,N,Yes,20.0,33.0,30s
2563,2564,2017-04-06,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,2017,April,Thursday,084 Brickson Park Park,3177,Victoria,5,Bell,Carley,Female,18,Engineer III,Health,Mass Customer,N,No,15.0,47.0,40s
2564,2565,2017-08-02,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,2017,August,Wednesday,147 Golden Leaf Pass,2061,New South Wales,10,Joannes,Harbron,Female,62,Junior Executive,Health,Affluent Customer,N,Yes,9.0,53.0,50s
2565,2566,2017-02-27,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193.0,2017,February,Monday,457 Merry Pass,4812,QLD,3,Nani,Brilleman,Female,48,Accountant II,Entertainment,Affluent Customer,N,Yes,6.0,26.0,20s
2566,2567,2017-06-06,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,2017,June,Tuesday,94 Marquette Way,2010,New South Wales,11,Tobe,Spirit,Male,97,Systems Administrator IV,Financial Services,Mass Customer,N,No,22.0,48.0,40s
2567,2568,2017-10-10,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42145.0,2017,October,Tuesday,711 Summerview Junction,2075,New South Wales,10,Anna-diana,Slyne,Female,42,Staff Scientist,Manufacturing,Mass Customer,N,No,18.0,40.0,40s
2568,2569,2017-11-16,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,2017,November,Thursday,22 Debs Point,2233,New South Wales,9,Sig,Sellan,Male,62,VP Quality Control,Retail,Mass Customer,N,No,16.0,38.0,30s
2569,2570,2017-07-24,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,2017,July,Monday,15952 Mockingbird Court,2470,New South Wales,3,Hirsch,Peele,Male,13,Professor,Financial Services,Mass Customer,N,Yes,18.0,45.0,40s
2570,2571,2017-04-19,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,37873.0,2017,April,Wednesday,18 Towne Way,2171,New South Wales,9,Chariot,Keefe,Male,97,Internal Auditor,Health,Affluent Customer,N,Yes,7.0,36.0,30s
2571,2572,2017-04-16,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,2017,April,Sunday,55501 Sugar Street,2548,New South Wales,7,Sheila,McInulty,Female,30,Engineer III,Financial Services,Mass Customer,N,No,13.0,42.0,40s
2572,2573,2017-08-31,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35560.0,2017,August,Thursday,80 Cambridge Plaza,2159,New South Wales,11,Tera,Van Weedenburg,Female,72,Software Engineer I,,Mass Customer,N,No,10.0,68.0,60s
2573,2574,2017-06-20,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193.0,2017,June,Tuesday,71725 Goodland Lane,4509,QLD,7,Humfrey,Boyse,Male,73,,Manufacturing,Mass Customer,N,No,4.0,43.0,40s
2574,2575,2017-07-03,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,2017,July,Monday,7282 Prairie Rose Trail,3184,Victoria,9,Hagan,Abrahmer,Male,87,Business Systems Development Analyst,Financial Services,High Net Worth,N,Yes,16.0,48.0,40s
2575,2576,2017-11-21,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,41922.0,2017,November,Tuesday,63785 Anthes Circle,3260,Victoria,1,Lotty,Szubert,Female,15,Associate Professor,Manufacturing,Mass Customer,N,No,13.0,63.0,60s
2576,2577,2017-05-02,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879.0,2017,May,Tuesday,6 Loomis Trail,2099,New South Wales,11,Thor,Rickardsson,Male,78,Operator,,Mass Customer,N,Yes,10.0,47.0,40s
2577,2578,2017-08-01,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,2017,August,Tuesday,6551 Atwood Road,4216,QLD,7,Felice,McVane,Male,49,Tax Accountant,Retail,High Net Worth,N,No,3.0,32.0,30s
2578,2579,2017-07-18,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42696.0,2017,July,Tuesday,258 Bunker Hill Hill,2138,New South Wales,8,Celka,Demsey,Female,35,Desktop Support Technician,Manufacturing,Mass Customer,N,No,16.0,52.0,50s
2579,2580,2017-10-18,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,2017,October,Wednesday,592 Oak Valley Center,2534,New South Wales,9,Kalinda,,Female,27,Teacher,Financial Services,Mass Customer,N,Yes,13.0,34.0,30s
2580,2581,2017-05-09,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0,2017,May,Tuesday,83441 Donald Pass,4565,QLD,7,Gwenette,Appleton,Female,49,,Manufacturing,Affluent Customer,N,Yes,11.0,48.0,40s
2581,2582,2017-11-18,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40670.0,2017,November,Saturday,9106 Thompson Hill,2032,New South Wales,8,Harv,Pavey,Male,98,Director of Sales,Health,Mass Customer,N,No,7.0,45.0,40s
2582,2583,2017-12-21,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40336.0,2017,December,Thursday,0671 Vera Drive,4812,QLD,5,Appolonia,Oxe,Female,34,Human Resources Assistant I,Property,Mass Customer,N,No,15.0,59.0,50s
2583,2584,2017-09-07,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,2017,September,Thursday,50 Londonderry Park,2034,New South Wales,10,Sharia,,Female,86,Technical Writer,Financial Services,High Net Worth,N,No,12.0,42.0,40s
2584,2585,2017-07-07,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34143.0,2017,July,Friday,1817 Bluejay Avenue,4218,QLD,10,Sly,Passo,Male,15,Geologist III,,Affluent Customer,N,No,7.0,28.0,20s
2585,2586,2017-12-24,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064.0,2017,December,Sunday,27 Grayhawk Alley,2102,New South Wales,11,Heywood,Sollett,Male,10,Tax Accountant,Financial Services,Mass Customer,N,Yes,13.0,43.0,40s
2586,2587,2017-11-13,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0,2017,November,Monday,5342 Hallows Lane,2021,New South Wales,12,Maren,Dachs,Female,76,Data Coordiator,,Affluent Customer,N,No,4.0,44.0,40s
2587,2588,2017-08-14,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,2017,August,Monday,303 Michigan Avenue,3977,Victoria,5,Kimball,Martinho,Male,37,Professor,,High Net Worth,N,No,2.0,22.0,20s
2588,2589,2017-05-26,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668.0,2017,May,Friday,6 Forest Avenue,2870,New South Wales,4,Alvera,Kiddle,Female,42,,,High Net Worth,N,No,8.0,57.0,50s
2589,2590,2017-04-09,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41167.0,2017,April,Sunday,3 Pennsylvania Terrace,2197,New South Wales,9,Roslyn,Tewkesbury.,Female,48,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,58.0,50s
2590,2591,2017-11-14,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,2017,November,Tuesday,755 Ramsey Terrace,4152,QLD,6,Estevan,Rylett,Male,50,,Retail,High Net Worth,N,No,13.0,49.0,40s
2591,2592,2017-01-02,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,42105.0,2017,January,Monday,33782 Doe Crossing Terrace,2280,New South Wales,7,Archibaldo,Argrave,Male,84,Help Desk Operator,Financial Services,Mass Customer,N,Yes,1.0,27.0,20s
2592,2593,2017-06-24,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0,2017,June,Saturday,97 Waxwing Terrace,4217,QLD,10,Sharona,Yorkston,Female,69,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,19.0,49.0,40s
2593,2594,2017-11-16,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,2017,November,Thursday,2 Marquette Drive,2204,New South Wales,8,Sigismond,Stockow,Male,90,Internal Auditor,Manufacturing,Mass Customer,N,No,2.0,25.0,20s
2594,2595,2017-12-12,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,2017,December,Tuesday,357 Elgar Alley,3910,Victoria,9,Land,Bangley,Male,56,Nurse Practicioner,,Affluent Customer,N,Yes,8.0,45.0,40s
2595,2596,2017-06-18,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,2017,June,Sunday,37258 Stephen Place,4116,QLD,9,Lexis,Deason,Female,51,Assistant Professor,,Affluent Customer,N,Yes,13.0,46.0,40s
2596,2597,2017-04-28,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,36361.0,2017,April,Friday,9 Cambridge Junction,2315,New South Wales,7,Carita,Kemwall,Female,58,Civil Engineer,Manufacturing,High Net Worth,N,Yes,11.0,42.0,40s
2597,2598,2017-02-18,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,2017,February,Saturday,10 American Alley,2066,New South Wales,12,Lindsay,Maydway,Male,23,Senior Developer,Manufacturing,Affluent Customer,N,No,9.0,43.0,40s
2598,2599,2017-07-31,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33552.0,2017,July,Monday,84 Stuart Lane,3146,Victoria,11,Pauly,Eilles,Female,9,VP Marketing,Manufacturing,Mass Customer,N,No,5.0,69.0,60s
2599,2600,2017-01-21,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,2017,January,Saturday,6 Carioca Avenue,3185,Victoria,9,Darnell,Wistance,Male,55,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0,22.0,20s
2600,2601,2017-11-07,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36833.0,2017,November,Tuesday,75688 Maple Court,3618,Victoria,1,Morgana,Wardel,Female,48,Software Engineer III,Financial Services,Affluent Customer,N,No,13.0,48.0,40s
2601,2602,2017-06-15,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34556.0,2017,June,Thursday,906 Toban Lane,2093,New South Wales,10,Jessamine,Butcher,Female,46,Structural Analysis Engineer,Health,Mass Customer,N,No,3.0,46.0,40s
2602,2603,2017-10-07,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,38859.0,2017,October,Saturday,76085 Eagan Crossing,3071,Victoria,10,Mercy,Jost,Female,44,Nurse,Financial Services,High Net Worth,N,No,11.0,61.0,60s
2603,2604,2017-08-23,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,37499.0,2017,August,Wednesday,28634 Nova Circle,3127,Victoria,12,Lewiss,Jaeggi,Male,91,Account Executive,Retail,Mass Customer,N,Yes,7.0,48.0,40s
2604,2605,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,41047.0,2017,January,Wednesday,34 Colorado Pass,2287,New South Wales,6,Had,Gilling,Male,50,Marketing Manager,Health,High Net Worth,N,Yes,18.0,58.0,50s
